samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Novenko_a26	26	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625975	56.499783	255.324				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_b9	9	Nizhnevartovsk	Russian Federation	76.633333	60.933333	58	A	Responsible author has checked locations and has not reported any correction. (MZ)		wetland bog		middle taiga	peat	corer unspecified	-55	A	f			EMPD2
Novenko_a27	27	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625976	56.499903	253.92				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a28	28	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625977	56.500003	253.129				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Odgaard_a14	Vedbol So	Vedbol So	Denmark	9.398258	55.192156	50			15	lake		cereal crops	sediment	gravity corer	-46	A	f			EMPD2
Odgaard_a15	Hauge So	Hauge So	Denmark	9.348913	56.259216	50			19	lake		cereal crops	sediment	gravity corer	-46	A	f			EMPD2
Odgaard_a16	Van So	Van So	Denmark	9.50718	56.484082	50			15	lake		cereal crops	sediment	gravity corer	-46	A	f			EMPD2
Seppa_b31	34	Nuottijärvi	Finland	27.53	64.15	165											f			EMPD2
Novenko_a29	29	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625978	56.500083	254.671				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a3	3	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625937	56.494783	255.222				closed forest		Piceeta uliginoso-herbosa - This group of vegetation types is characteristically connected with Mezha river valley and its tributaries. Forest stands include Picea, Betula, Alnus glutinosa, A. incana, Salix caprea, rare Fraxinus excelsior. An understorey consists of Frangula alnus, Ribes nigrum, Viburnum opulus and often of Corylus avellana The herb layer is dense, high and rich in species (Aconitum septentrionale, Cinna latifolia, Mercurialis perennis, Aihyrium filix-femina, Dryopteris carthusiana, Poa remota, Cirsium oleraceum). In the most favorite habitats broad-leaved trees (Tilia cordata, Ulmus) take part in the forest stands and understorey.	soil	hand picking	-55	A	f			EMPD2
Novenko_a30	30	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625978	56.500183	256.505				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a31	31	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625979	56.500223	256.717				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a32	32	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625979	56.500283	256.301				wetland bog			soil	hand picking	-55	A	f			EMPD2
Novenko_a33	33	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625982	56.500623	256.313				closed forest		Piceeta sphagnosa - This group is characteristic of poorly drained and rather wet sites with flat relief. The stands are mainly composed of Picea spp. with an admixture of Betula.  The Sphagnum type of spruce forest has usually two layers, the sparse spruce stand and the ground layer of Sphagnum spp. (S. capillifolium, S. centrale, S. magellanicum, S. palustre and S. squarrosum). Among herbs in this type of forest Vaccinium myrtillus is common, and on small mounds Linnaea borealis and V. vitis-idaea.	soil	hand picking	-55	A	f			EMPD2
Novenko_a34	34	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625984	56.500763	257.577				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a35	35	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625984	56.500823	255.474				closed forest		Piceeta sphagnosa - This group is characteristic of poorly drained and rather wet sites with flat relief. The stands are mainly composed of Picea spp. with an admixture of Betula.  The Sphagnum type of spruce forest has usually two layers, the sparse spruce stand and the ground layer of Sphagnum spp. (S. capillifolium, S. centrale, S. magellanicum, S. palustre and S. squarrosum). Among herbs in this type of forest Vaccinium myrtillus is common, and on small mounds Linnaea borealis and V. vitis-idaea.	soil	hand picking	-55	A	f			EMPD2
Novenko_a36	36	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625984	56.500863	255.331				closed forest		Piceeta sphagnosa - This group is characteristic of poorly drained and rather wet sites with flat relief. The stands are mainly composed of Picea spp. with an admixture of Betula.  The Sphagnum type of spruce forest has usually two layers, the sparse spruce stand and the ground layer of Sphagnum spp. (S. capillifolium, S. centrale, S. magellanicum, S. palustre and S. squarrosum). Among herbs in this type of forest Vaccinium myrtillus is common, and on small mounds Linnaea borealis and V. vitis-idaea.	soil	hand picking	-55	A	f			EMPD2
Novenko_a37	37	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625985	56.500883	255.569				closed forest		Birch forest	soil	hand picking	-55	A	f			EMPD2
Seppa_b168	177	Ramsjön	Sweden	17.22	59.83	69											f			EMPD2
Novenko_a39	39	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625973	56.499443	253.678				closed forest		Piceeta uliginoso-herbosa - This group of vegetation types is characteristically connected with Mezha river valley and its tributaries. Forest stands include Picea, Betula, Alnus glutinosa, A. incana, Salix caprea, rare Fraxinus excelsior. An understorey consists of Frangula alnus, Ribes nigrum, Viburnum opulus and often of Corylus avellana The herb layer is dense, high and rich in species (Aconitum septentrionale, Cinna latifolia, Mercurialis perennis, Aihyrium filix-femina, Dryopteris carthusiana, Poa remota, Cirsium oleraceum). In the most favorite habitats broad-leaved trees (Tilia cordata, Ulmus) take part in the forest stands and understorey.	soil	hand picking	-55	A	f			EMPD2
Odgaard_a2	St. Oksso	St. Oksso	Denmark	9.87018	56.807062	50			33	lake		Mixed forest, heathlands	sediment	gravity corer	-46	A	f			EMPD2
Odgaard_a3	Langso	Langso	Denmark	10.499712	56.44915	50			21	lake		mixed forest	sediment	gravity corer	-46	A	f			EMPD2
Odgaard_a4	Klareso	Klareso	Denmark	12.555057	56.052332	50			3	lake		mixed forest	sediment	gravity corer	-46	A	f			EMPD2
Seppa_b32	35	Alajärvi	Finland	28.75	64.17	178											f			EMPD2
Novenko_a4	4	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.62594	56.495223	254.503				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a40	40	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.02772	56.28548	255				wetland bog		Sphagnum peatbog	moss	hand picking	-55	A	f			EMPD2
Novenko_a5	5	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625944	56.495663	252.67				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a6	6	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625947	56.496143	246.83				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a7	7	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.62595	56.496423	245.582				closed forest		Piceeta nemoraliosa - The forests in this group occur in the upper part of the relief on relatively rich soil. Their most important characteristic is the presence in the tree and shrub layers of broad-leaved species, such as Corylus avellana, Tilia cordata, Ulmus, Fraxinus excelsior). An understorey of Corylus avellana, Lonicera xylosteum and Sorbus aucuparia is usually well developed. In the rather abundant field layer, mesophytic herbs are prominent. The moss cover, unlike the other vegetationtypes, is poorly developed or absent.	soil	hand picking	-55	A	f			EMPD2
Novenko_a8	8	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625951	56.496563	245.458				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_a9	9	Central Forest State Natural Biosphere Reserve, southern Valdai hills	Russian Federation	32.625954	56.497083	244.287				closed forest		Piceeta hylocomiosa - These vegetation types are prevail in plant cover of the CFSNBR. These forests have a dense cover of mosses (30-35%, Pleurozium schreberi, Hylocomium splendens). There is no understorey, but the field layer is well developed. Its structure and species composition are closely correlated with soil conditions. The common species are Oxalis acetosella, Maianthemum bifolium, Vaccinium myrtillus, V. vitis-idaea, Linnaea borealis.	soil	hand picking	-55	A	f			EMPD2
Novenko_b1	1	Kulikovo battle Field (1)	Russian Federation	38.617778	53.641389	208	A	Responsible author has checked locations and has provided more accurate coordinates. (MZ)		pasture		Northern forest steppe	soil	hand picking - multiple samples	-55	A	f			EMPD2
